,Job Title,Company,locations,Requierd Skills,type,Job link,Job Descripttion,Logo ,Company link 
449,Senior Full Stack .Net Developer,Neom Tech,"Maadi, Cairo, Egypt",Experienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · ASP.Net · .Net · Computer Science · Information Technology (IT) · JavaScript · Software Development · SQL · Software,Full Time,https://wuzzuf.net/jobs/p/v5hBSt0fw1bK-Senior-Full-Stack-Net-Developer-Neom-Tech-Cairo-Egypt?o=450&l=sp&t=sj&a=Data%20analysis%20jobs|search-v3|hpb,Responsible for building .NET applications using .NET technologies(.NET Core Restful API and entity Framework ) for back-end.• Participate in the analysis & design of new functional requirement and systems.• Following the current architecture & team conventions.• Develop and write high-quality coding standards & design patterns.• ,https://images.wuzzuf-data.net/files/company_logo/Bcare-Egypt-33521-1555509900.png,https://wuzzuf.net/jobs/careers/1987-Egypt-33521
450,Mechanical Engineer,RITEC,"Maadi, Cairo, Egypt",Entry Level · 0 - 3 Yrs of Exp · Engineering - Mechanical/Electrical.css-5x9pm1{-webkit-text-decoration:none;text-decoration:none;color:inherit;max-width:calc(100vw / 2 - 32px);white-space:nowrap;overflow:hidden;text-overflow:ellipsis;display:-webkit-inline-box;display:-webkit-inline-flex;display:-ms-inline-flexbox;display:inline-flex;} · Mechanical Engineering · Engineering · Condition Monitoring · Condition Machines · Thermography · Computer Skills · Vibration Analysis · Ultrasound · Lubrication Oil Analysis,Full Time,https://wuzzuf.net/jobs/p/2xj68EOmEXvg-Mechanical-Engineer-RITEC-Cairo-Egypt?o=451&l=sp&t=sj&a=Data%20analysis%20jobs|search-v3|hpb,This is an entry level mechanical engineer job for people desiring to work in the condition monitoring field.• RITEC shall provide training and international certification to Category II for committed people.• Successful candidates have an opportunity to travel overseas to support our expanding contracts.• Long term commitment is required.• ,https://images.wuzzuf-data.net/files/company_logo/RITEC-Egypt-17595-1463489870.png,https://wuzzuf.net/jobs/careers/RITEC-Egypt-17595
451,Cost Control Engineer,Amer vision,"Sheraton, Cairo, Egypt",Experienced · 3 - 5 Yrs of Exp · Engineering - Construction/Civil/Architecture · architectural · AutoCAD · Civil · Engineering · Primavera · Primavera P6 · Cost Control · Project Management · Cost Planning,Full Time,https://wuzzuf.net/jobs/p/Gkkg2OYxx7JC-Cost-Control-Engineer-Amer-vision-Cairo-Egypt?o=452&l=sp&t=sj&a=Data%20analysis%20jobs|search-v3|hpb,"Support the project Manager in setting (budget Zero)• Prepare estimate budget at completion analysis .• Implement cost control plans on time and coordinate with the project managers, technical offices and tender department for collecting all data and required documents and making sure it is correct.• Study and analyze items of technical works, the stages and period of project implementation, project needs, lists of quantities and other cost elements, prepare tables of cost estimate and balance of project implementation and submit it to the technical office manager for revising.• Study the items of direct and indirect costs for identifying cost centers according to that and upload the expense items on its cost center and review it with the technical office manager.• Monitor the actual cost including the productivity rate of manpower and equipment, percentage of wasted material and comparison between subcontractor budget and actual cost, submit the reports to the technical office manager, analyze deviations, explain the reasons for the expected risks and suggest the corrective and preventive actions to be taken (mitigation plan).• Follow-up with project managers the status of projects towards the timelines, requirements and new work items, study the effect of that on direct and indirect expenses and update project balances according to the Manager directions.• Prepare monthly reports and send them to the site to inform them of their productivity and wasted materials rates, variance whether under or over budget and profit and loss amount to see if it’s appropriate to release the over budget cost.• Receive Budget Variance Report (BVR) from the execution team, analyze its effect on the gross profit of the project & send the request and the analysis to cost control manager for approval.• Compare between the actual cost & booked cost released from financial cost balance.• Prepare an integrated and updated database includes the costs of every project element to be a reference for the estimation of the future project costs.• Help the technical office manager to prepare the reports and final statistics that reflect the final costs of technical work items of the project (Controlling and monitor cash in and out of the projects).• ",https://images.wuzzuf-data.net/files/company_logo/Amer-vision-Egypt-64043-1621413457.jpg,https://wuzzuf.net/jobs/careers/Amer-vision-Egypt-64043
452,Human Resources Generalist,Hassab Labs,"Cairo, Egypt",Entry Level · 1 - 3 Yrs of Exp · Human Resources · Human Resources (HR) · Recruitment · Personnel · Labor · Communication · Microsoft Office,Full Time,https://wuzzuf.net/jobs/p/MoS18C8Oq8HK-Human-Resources-Generalist-Hassab-Labs-Cairo-Egypt?o=453&l=sp&t=sj&a=Data%20analysis%20jobs|search-v3|hpb,"Hassab labs is hiring a professional Human Resources Specialist, who will be responsible for performing HR-related duties, and will work closely with HR manager.• You will be responsible for carrying out duties in different functions, such as; filing, employee relations, recruitment, employee orientation, development and counseling among other duties.• ",https://images.wuzzuf-data.net/files/company_logo/Hassab-Labs-Egypt-29762-1514470795.png,https://wuzzuf.net/jobs/careers/Hassab-Labs-Egypt-29762
453,Accountant,Confidential,"6th of October, Giza, Egypt",Entry Level · 1 - 2 Yrs of Exp · Accounting/Finance · MS Office · Accounting · English · Finance · MS · office,Full Time,https://wuzzuf.net/jobs/p/bNEak3GGYGDh-Accountant-Giza-Egypt?o=454&l=sp&t=sj&a=Data%20analysis%20jobs|search-v3|hpb,"Make  data entry process of  the Stock take to assure the accuracy of data provided • Documentations of purchasing process is in accordance to law & the internal approvals to make sure compliance to internal policies & Egyptian law• Classify, Analyze  and register the fixed assets and its depreciation to control the company resources • Make  financial reports & provide analysis to be used by management team to develop counter measures • Perform the Reconcile jobs the bank accounts & create transfers accordingly • Any other tasks assigned by immediate manager • Manage all accounting transactions• Prepare  financial statements in time• Handle monthly, quarterly and annual closings• Reconcile accounts payable and receivable• ","Not found the Logo in the page, It might be without a logo!",The Company link not Found!
454,ERP Project Manager,TAB ERP Solutions,"Nasr City, Cairo, Egypt",Experienced · 4 - 7 Yrs of Exp · Customer Service/Support · IT/Software Development · Project/Program Management · ERP · SQL · Information Technology (IT) · Project Management,Full Time,https://wuzzuf.net/jobs/p/8Ir7jF6U5qLs-ERP-Project-Manager-TAB-ERP-Solutions-Cairo-Egypt?o=455&l=sp&t=sj&a=Data%20analysis%20jobs|search-v3|hpb,"Assists in developing procedures to ensure integrity of ERP system and databases• implement project plans for ERP functional support tasks• Works as a system analyst with key personnel to help define user needs and develop data processing solutions• Develop and presents training materials for end users• Interact with customers to provide and process information in response to inquiries, concerns, and requests about products and services• Solve clients problems throughout visiting them or over the phone or online meting• Improves system performance by identifying problems• Recommending changes• ",https://images.wuzzuf-data.net/files/company_logo/TAB-ERP-Solutions-Egypt-21567-1482419113.png,https://wuzzuf.net/jobs/careers/TAB-ERP-Solutions-Egypt-21567
455,Architecture Technical Office Engineer,Construction & Design Co. SAE,"Downtown, Cairo, Egypt",Experienced · 5 - 7 Yrs of Exp · Engineering - Construction/Civil/Architecture · Technical Office Engineering · Architecture · Engineering · AutoCAD · Design · Microsoft Office · Revit · technical · Technical Office,Full Time,https://wuzzuf.net/jobs/p/VtbJVvNKv2JU-Architecture-Technical-Office-Engineer-Construction-Design-Co-SAE-Cairo-Egypt?o=456&l=sp&t=sj&a=Data%20analysis%20jobs|search-v3|hpb,"Site-based and site-oriented engineer who is in charge of a specific part of a larger construction project.• Responsible to ensure that the site is supplied with all documentation, methods and materials needed to carry out the works.• Prepare the construction method statements and risk assessments, and develop work methods and temporary works necessary for your area. Prepare temporary works drawings and site-related design drawings.• Develop the job safety analysis. Follow up on the permanent work design and coordinate this with the site.• Coordinate on a daily basis with the subcontractors, and assist in the preparation of the work requisition for the subcontracted works.• Prepare technical and commercial comparison sheets of offers received from the subcontractors, and follow up of the subcontracted works, including the payment applications.• Prepare work requisition for all required permanent materials, and prepare material submittals and follow up of the approval process.• Follow-up on the deliveries and invoicing of these permanent materials. Anticipate standard solutions and take initiative and make suggestions, you challenge prevailing assumptions.• Demonstrate great ability to work effectively and efficiently in a constantly changing business environment, you know how to deal with failures and look critically at own work.• Plan, organize and prioritize your own work, you seek confirmation of priorities when confronted with unusual situations, and you report on the state of affairs.• Understand your role in the team and in the broader departmental organization, you document best practices and coach one or more specialists.• Demonstrate responsibility and ownership and report spontaneously to your manager. Summarize data in a logical way and you check whether your own observations or interpretations are correct.• Dealing with similar or regularly reoccurring situations, you start to apply risk management analysis.• ",https://images.wuzzuf-data.net/files/company_logo/Construction---Design-Co--SAE-Egypt-4160-1452944463.PNG,https://wuzzuf.net/jobs/careers/Constec-Egypt-4160
456,Supply Chain Coordinator,Spinneys Egypt,"6th of October, Giza, Egypt",Entry Level · 0 - 2 Yrs of Exp · Logistics/Supply Chain · Operations/Management · Purchasing/Procurement · business · Administration · Business Administration · Logistics · Microsoft · Microsoft Office · Procurement,Full Time,https://wuzzuf.net/jobs/p/O9ZzjOVx5gtl-Supply-Chain-Coordinator-Spinneys-Egypt-Giza-Egypt?o=457&l=sp&t=sj&a=Data%20analysis%20jobs|search-v3|hpb,"Not found the Description block in the page, It may be in other place!",https://images.wuzzuf-data.net/files/company_logo/Spinneys-Egypt-Egypt-721-1576667006.jpeg,https://wuzzuf.net/jobs/careers/Spinneys-Egypt-Egypt-721
457,IT Supervisor Network and System Administrator,Shabana Group,"Nasr City, Cairo, Egypt",Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Engineering · Computer Engineering · CCNP · Computer Science · ERP · Information Technology (IT) · Network Administration · CCNA,Full Time,https://wuzzuf.net/jobs/p/TXTn75Ep4BAL-IT-Supervisor-Network-and-System-Administrator-Shabana-Group-Cairo-Egypt?o=458&l=sp&t=sj&a=Data%20analysis%20jobs|search-v3|hpb,"Install, configure, and maintain network services, equipment, and devices.• Monitoring and Troubleshooting WAN connectivity to service providers, customers, and NTG cloud.• Troubleshooting and solving complex technical issues in hardware, servers, software and network equipment related to network Routing, Switching, Security, VPN tunnels, Wireless, and Voice.• Regularly review the health of the network and ensure it is operating optimally.• Ensure no single point of failure; all failover plans be fully tested on regular schedule job requirements.• Network protocols and network administration knowledge, network security.• Administrate all Microsoft servers (AD, DC, ADC, DHCP ..)• Mange nas storage (create luns, iscsi and monitor performance and space)• Manage and administrate VMware environment  • Manage Veeam (create backup jobs, ensure backup, troubleshoot)• Administrate Sophos (create rules, troubleshoot, monitor and review)• Install and configure software and hardware• Establishes, plans and implements the policies and procedures to support the operation of the Service Desk• Develop and enhance guidelines to ensure all knowledge base documentation and troubleshooting procedures are current and accurate• Ensure timely and appropriate escalation, communication and closure of incidents having business impact• Measure and monitor Service Level Agreements• Provide daily, weekly and monthly Service Level Reports• Quality Call Monitoring of support personnel• Monitor for availability, response times and problem trends• Initiate the Problem Management process to review root cause analysis and drive continuous improvements by eliminating recurring incidents• Drive timely communication and appropriate level of reporting for IT and Business Stakeholders• Support and maintain effective relationships with business and 3rd party vendors• ",https://images.wuzzuf-data.net/files/company_logo/Shabana-Group-Egypt-7787-1496044591.png,https://wuzzuf.net/jobs/careers/Shabana-Group-Egypt-7787
458,Genesys System Engineer,Perfect Presentation,"6th of October, Giza, Egypt",Experienced · 5 - 7 Yrs of Exp · IT/Software Development · APIs · Computer Science · Information technology,Full Time,https://wuzzuf.net/jobs/p/Pzx8bqcsVRSK-Genesys-System-Engineer-Perfect-Presentation-Giza-Egypt?o=459&l=sp&t=sj&a=Data%20analysis%20jobs|search-v3|hpb,"Installation, Testing & commissioning of Genesys contact center solutions well as managing any changes/modifications to existing implementations to completion.• Supporting Maintaining Genesys infrastructure, with developments and modifications to real time systems.• To go through technical design & SOW of Genesys Solution for our customers.• Provide the complete service interface with the clients / stakeholders and the management.• Provide Level 1&2 support for problem Analysis and resolution to the problems to meet the SLA timelines and first time resolution target.• ",https://images.wuzzuf-data.net/files/company_logo/PERFECT-PRESENTAION-Egypt-10124.png,https://wuzzuf.net/jobs/careers/PERFECT-PRESENTAION-Egypt-10124
459,IT Applications Engineer,Marakez,"New Cairo, Cairo, Egypt",Entry Level · 1 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Engineering · Information Technology (IT) · Computer Science · PHP · Microsoft Office · Linux · Java · Python,Full Time,https://wuzzuf.net/jobs/p/9ElQyPBVZA4b-IT-Applications-Engineer-Marakez-Cairo-Egypt?o=460&l=sp&t=sj&a=Data%20analysis%20jobs|search-v3|hpb,"Participate in or design, develop and implementing applications.• Able to perform customer analysis to respond to customer needs and provide innovative solutions for common problems.• Provide ongoing customers support and guidance.• Identify and Respond to customer issues.• Responsible for the ""Application Operations"" process (Event, incident and problem management)• Ensuring proper implementation of last updates and patches on all operating applications.• Coordinate with systems vendors on all escalated issues and major system failures and repairs.• Produce organized and informative system documentation, including details of application configuration and installation and client infrastructure.• Develop custom components, interfaces as required to support non-standard processes & interface between ERP & other business applications• Review performance against SLAs and ensure the fulfilment of the relevant back-end services as per OLAs• ",https://images.wuzzuf-data.net/files/company_logo/Marakez-Egypt-33000-1531404328.png,https://wuzzuf.net/jobs/careers/Marakez-Egypt-33000
460,Oracle SCM Consultant (Oracle Supply Chain),Confidential,"6th of October, Giza, Egypt",Entry Level · 1 - 2 Yrs of Exp · IT/Software Development · Logistics/Supply Chain · Engineering - Telecom/Technology · Fusion · Communication Skills · Cloud · Oracle SCM · Supply Chain · Logistics · Information Technology (IT),Full Time,https://wuzzuf.net/jobs/p/7tyj5XLFKHPd-Oracle-SCM-Consultant-Oracle-Supply-Chain-Giza-Egypt?o=461&l=sp&t=sj&a=Data%20analysis%20jobs|search-v3|hpb,"Facilitate in Oracle SCM Planning Cloud and SCM business processes especially Plan to Produce, Order to Cash, Procure to Pay.• Facilitate and actively participate in all phases of the Implementation cycle, to include Requirements Gathering & Analysis, System Design & Development, Testing, and Implementation.• Assist Business Users in mapping and streamlining/re-engineering business practices to implement various Oracle modules, using standardized implementation methodology including reports specification development and deployment.• Assist, coach, and mentor other engagement team members on issues they may encounter in the design and implementation of solutions.• Identify functionality gaps in Oracle SCM Cloud and build extensions for them.• Identify business requirements and map them to the Oracle SCM Cloud functionality• Validate configuration and data for Oracle SCM Cloud Fusion configurations/setups and provide support.• Conduct Functional/Technical Design Workshops for Oracle SCM Cloud Fusion configuration and support• Responsible for configuring and maintain SCM approval hierarchies• Responsible for configuring and maintain SCM encumbrance and budgetary control• Responsible for configuring and marinating inventory planning• Responsible for developing and adhering to engagement team project standards to ensure the delivery of quality deliverable.• Actively participate in the troubleshooting phase once the product has gone ""live"".• Develops and documents Company's expertise, know-how, controls, and capabilities within the Oracle ERP.• Performs miscellaneous tasks as assigned by his/her direct manager• Bachelor's Degree in related field• ","Not found the Logo in the page, It might be without a logo!",The Company link not Found!
461,Planning Engineer,GIECO,"Alexandria, Egypt",Experienced · 3 - 5 Yrs of Exp · Engineering - Construction/Civil/Architecture · Project/Program Management · Civil Engineering · Construction Management · Planning · Project Management · Civil · Management · P6 · PMP,Full Time,https://wuzzuf.net/jobs/p/55oe9VmG2VFy-Planning-Engineer-GIECO-Alexandria-Egypt?o=462&l=sp&t=sj&a=Data%20analysis%20jobs|search-v3|hpb,"Cooperate with the site managers and executive departments to collect data for actual works.• Preparing the weekly and monthly planning reports for the clients, and issue the required planning reports to planning manager.• Preparation of the project time schedules, and confirm the baseline.• Perform productivity analysis of the construction activities, and create new rates for new activities.• Attend the required meetings with engineers / sub-contractors.• Loading the resources on the time schedule.• Study the tender documents (drawings, B.O.Q, contract….etc), and collect the required data.• Prepare the tender overview, and tender project time schedules after review with the planning manager, project manager and contract engineers.• Prepare the cash flow, and estimated work values for projects.• Prepare the report of man-power and equipment for the projects, according to the company resources.• ",https://images.wuzzuf-data.net/files/company_logo/GIECO-Egypt-23879-1658235975.png,https://wuzzuf.net/jobs/careers/geco-Egypt-23879
462,Material Planner,Serioplast,"6th of October, Giza, Egypt",Experienced · 2+ Yrs of Exp · Logistics/Supply Chain · Material Planning · Logistics · Supply Chain · Supply · Planning · material · Manufacturing,Full Time,https://wuzzuf.net/jobs/p/GRu7cgLeOnIM-Material-Planner-Serioplast-Giza-Egypt?o=463&l=sp&t=sj&a=Data%20analysis%20jobs|search-v3|hpb,"Getting in direct communications with the customers to receive the forecasts, POs, and delivery plans.• Developing detailed production plans for all WCs & sharing them with all relevant stakeholders.• Adjusting the production plans in response to any potential risk or opportunity.• Reporting Periodically and on request the production plan progress and highlighting the issues within.• Maintaining the material master data and assuring the BOM accuracy.• Estimating the material requirement according to the forecasts and the production plans.• Liaising with the procurement to receive the needed materials in the right quantities at the right time and highlighting if there are any risks.• Support inventory checks to validate inventory accuracy.• Create regular statistical reports and analysis and update others in the organization.• ",https://images.wuzzuf-data.net/files/company_logo/Serioplast-Egypt-26614-1503699126.png,https://wuzzuf.net/jobs/careers/Serioplast-Egypt-26614
463,Projects Planning & Management Engineer,Confidential,"Maadi, Cairo, Egypt",Experienced · 4 - 9 Yrs of Exp · males_preferred · Project/Program Management · Engineering - Mechanical/Electrical · Engineering - Oil & Gas/Energy · Engineering · Project · Communication · Computer Science · Construction · Information Technology (IT) · Leadership,Full Time,https://wuzzuf.net/jobs/p/EEQC7LIaTJ1x-Projects-Planning-Management-Engineer-Cairo-Egypt?o=464&l=sp&t=sj&a=Data%20analysis%20jobs|search-v3|hpb,"projects management system• Projects scheduling.• Projects resources planning• Projects progress reports preparation• Projects break down sheets issuance and updating• Projects execution follow up and tracking• Projects budgets planning and follow up• Projects risks analysis and management• Determines project schedule by studying project plan and specifications; calculating time requirements; sequencing project elements.• Maintains project schedule by monitoring project progress; coordinating activities; resolving problems.• Controls project plan by reviewing all project activities and recommending actions.• Project reports by collecting, analyzing, and summarizing information and trends; recommending actions.• Maintains project data base.• Managing and supervising the project execution at all stages and providing solutions to problems.• Collaborating with all stakeholders to finalize the project in a professional way.• Willingness to travel and accept site assignments.• Must be highly motivated, proactive and willing to take on new assignments and challenges.• Participate in Client Meetings and Project execution• Monitor the progress for all project activities in regards to budget, schedule, technicalities and report results to Department Management.• Department annual budgeting and KPIs preparation.• Project contracting activities with clients, subcontractors and vendors.• ","Not found the Logo in the page, It might be without a logo!",The Company link not Found!
464,Product Manager,Bydotpy,"New Cairo, Cairo, Egypt",Experienced · 6 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Management · Information Technology (IT) · Product Development · Product Management · Product Design · Web Development · Software · Product,Full Time,https://wuzzuf.net/jobs/p/Gk1UPBZ2A86k-Product-Manager-Bydotpy-Cairo-Egypt?o=465&l=sp&t=sj&a=Data%20analysis%20jobs|search-v3|hpb,"Drive the product and business-planning process across cross-functional teams of the company• Analyze consumer needs, current market trends, and potential partnerships from an ROI and build vs. buy perspective• Assess current competitor offerings, seeking opportunities for differentiation• Analyze product requirements and develop appropriate programs to ensure they’re successful achieved• Develop, implement, and maintain production timelines across multiple departments• Appraise new product ideas and strategize appropriate to-market plans• ",https://images.wuzzuf-data.net/files/company_logo/81740239630b78c9e9cff.png,https://wuzzuf.net/jobs/careers/Bydotpy-Egypt-81534
465,Internal Auditor,A2Z Lingerie,"Smouha, Alexandria, Egypt",Experienced · 2 - 5 Yrs of Exp · Accounting/Finance · Analyst/Research.css-5x9pm1{-webkit-text-decoration:none;text-decoration:none;color:inherit;max-width:calc(100vw / 2 - 32px);white-space:nowrap;overflow:hidden;text-overflow:ellipsis;display:-webkit-inline-box;display:-webkit-inline-flex;display:-ms-inline-flexbox;display:inline-flex;} · Accounting · Auditing · Finance · Financial Analysis · Computer Skills · English · Microsoft Office · Commerce,Full Time,https://wuzzuf.net/jobs/p/mpRnXK3c85F6-Internal-Auditor-A2Z-Lingerie-Alexandria-Egypt?o=466&l=sp&t=sj&a=Data%20analysis%20jobs|search-v3|hpb,"Provide a comprehensive Internal Audit (IA) Service, on all sides of auditing, risk assurance.• Preparing periodic and annual audit reports in accordance with the audit plan.• Review the accounting system and ensure the validity, regularity, and accuracy of the accounting data.• Submit periodic reports to the administrative unit that may occur and weaknesses in internal control procedures.• Identify risk and ensure compliance with proper internal control policies and procedures as well as compliance to legal and governmental regulation.• Performing and monitoring the full audit cycle for stores and inventory.• Performs other tasks assigned to it.• ",https://images.wuzzuf-data.net/files/company_logo/A2Z-Lingerie-Egypt-15104-1511096586.,https://wuzzuf.net/jobs/careers/A2Z-Lingerie-Egypt-15104
466,Export Sales Coordinator,Confidential,"Sheikh Zayed, Giza, Egypt",Experienced · 3 - 5 Yrs of Exp · Customer Service/Support · Logistics/Supply Chain · Sales/Retail · Sales · Export · Customer Service · Logistics · Customer Support · Client Support · Supply Chain,Full Time,https://wuzzuf.net/jobs/p/L39hfl4Rj9Dj-Export-Sales-Coordinator-Giza-Egypt?o=467&l=sp&t=sj&a=Data%20analysis%20jobs|search-v3|hpb,"Provide support to the Export department with information and documentation regarding the products being handle.• Coordinate with the production, logistics & financial departments the cycle of business.• Market analysis of different countries and client requirements.• Investigate opportunities for new products and customers.• Respond to complaints from customers and give after-sales support when requested.• Assist in the preparation and organizing of promotional material or events.• Extract, collect and analyze the data from ERP sales system.• Provide all kinds of admin works that enable sales department team to run the business efficiently and effectively to achieve the company goals prepare all activities related to sales meetings.• ","Not found the Logo in the page, It might be without a logo!",The Company link not Found!
467,Developers Team Leader,Abudiyab rent a car,"New Cairo, Cairo, Egypt",Manager · 2 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Angular · Information Technology (IT) · PHP · SQL · English,Full Time,https://wuzzuf.net/jobs/p/nRNRNxpAGBLx-Developers-Team-Leader-Abudiyab-rent-a-car-Cairo-Egypt?o=468&l=sp&t=sj&a=Data%20analysis%20jobs|search-v3|hpb,Lead and mentor a team of 9+ members;• Provide analysis of current performance;• Review code;• Work with QA groups when outlining plans of testing;• Deploy complex applications;• Maintain existing applications and improve their features;• Create new applications from scratch.• ,https://images.wuzzuf-data.net/files/company_logo/658867824631f1921553a4.png,https://wuzzuf.net/jobs/careers/Abudiyab%20rent%20a%20car-Egypt-82441
468,Financial Manager,Confidential,"Obour City, Cairo, Egypt",Manager · 10 - 15 Yrs of Exp · males_only · Accounting/Finance · Accounting · Finance · Financial Management · Financial Analysis · Communication · Communication skills · Financial · Financial Reporting · Financial Statistics,Full Time,https://wuzzuf.net/jobs/p/j6gYolM4SBpe-Financial-Manager-Cairo-Egypt?o=469&l=sp&t=sj&a=Data%20analysis%20jobs|search-v3|hpb,"ERP accounting systems,• Taxes of all kinds, • Salaries, • Setting and implementing documentary and accounting courses, • Managing internal accounts, • Settling the covenant, • Processing financial data, • following up on customer accounts, • ","Not found the Logo in the page, It might be without a logo!",The Company link not Found!
469,Testing & Quality Engineer – EHV/HV Cables,Energya Cables,"10th of Ramadan City, Cairo, Egypt",Experienced · 2 - 4 Yrs of Exp · Quality · Engineering - Other · Electrical Engineering · Electrical power · English · EHV · HV · Cables · Communication,Full Time,https://wuzzuf.net/jobs/p/zZBlIcw7HLFI-Testing-Quality-Engineer-–-EHVHV-Cables-Energya-Cables-Cairo-Egypt?o=470&l=sp&t=sj&a=Data%20analysis%20jobs|search-v3|hpb,"Not found the Description block in the page, It may be in other place!",https://images.wuzzuf-data.net/files/company_logo/Energya-Cables-Egypt-49741-1577708945.png,https://wuzzuf.net/jobs/careers/Energya-Cables-Egypt-49741
470,Mechanical Process Engineer,Groupe Atlantic,"10th of Ramadan City, Cairo, Egypt",Experienced · 3 - 5 Yrs of Exp · Manufacturing/Production · Engineering - Mechanical/Electrical · LEAN · Lean Six Sigma · Mechanical Engineering · Process · Engineering · Maintenance · Mechanical · Six Sigma,Full Time,https://wuzzuf.net/jobs/p/ncNSWqySxDDX-Mechanical-Process-Engineer-Groupe--Atlantic-Cairo-Egypt?o=471&l=sp&t=sj&a=Data%20analysis%20jobs|search-v3|hpb,"Follow up & Reduce Defects rate for 4 line ( 2 -3 shifts ) to achieve annual target and suggest solutions to avoid future problems.• Follow up daily scrap + find reasons of scraps to avoid scrap reasons and to be within approved range.• Validate any modifications for actual products to make sure of standards applications with all departments.• Provide Technical support to production department in case of need to solve any problems which could disturb lines and cause stops.• Ensuring that health and safety guidelines are followed by all the team.• Plan & implement ideas for safety & quality improvement, Productivity increase and cost reduction.• Analyzing Data that come from production lines to illustrate the fields of improvements using (Excel & Minitab).• Process Standardization, Support operators training to insure maintaining safety & quality levels standards.• Implement, Review & update Control charts to ensure process is under control within the upper & lower control limits.• Support Customer claims Analysis, Corrective/ Permanent actions are taken.• Follow up Consumption rate for existing materials & Validation new suppliers for materials.• Validate New process/ Products or any change of existing process to optimize the best production flow with minimum cost.• Follow with maintenance all actions done on machines & validate the output after any big maintenance job happen on machines• Cooperate with maintenance on building the preventive maintenance plan for machines.• ",https://images.wuzzuf-data.net/files/company_logo/Groupe--Atlantic-Egypt-14909-1536071810.png,https://wuzzuf.net/jobs/careers/Groupe--Atlantic-Egypt-14909
471,Quality Control Manager,Confidential,"khanka, Qalubia, Egypt",Manager · 7 - 10 Yrs of Exp · Manufacturing/Production · Quality · Engineering - Other · Quality · Quality Control · Quality Assurance · Engineering · Production · English · ISO,Full Time,https://wuzzuf.net/jobs/p/i5wt4jVRsIIy-Quality-Control-Manager-Qalubia-Egypt?o=472&l=sp&t=sj&a=Data%20analysis%20jobs|search-v3|hpb,"Senior management participates in setting policies and objectives related to quality and the environment.• Supervises the planning and implementation of the internal audit of the company's quality and environment management system in coordination with senior management• Supervising the implementation of the internal audit work in accordance with the procedures and plan specified for that, and submitting reports on its results to the senior management• Supervising the implementation of corrective and preventive measures taken by the company regarding non-conformities and customer complaints, and submitting reports on them to senior management.• Follows up the performance of all employees in the department and plans to develop their capabilities in line with work requirements and performance measurement results for them.• Follows up the measurement and analysis of the performance results of the various activities, operations and departments, reports them to the senior management, and follows up the implementation of all performance improvement and development work for the company's activities and operations.• Supervising the development of environmental management programs to implement the company's environmental objectives.• Adopting the time plan for making the required measurements of the environment elements.• Decision making regarding improvement, remedial and preventive measures that would improve the performance of the work in its management• Overseeing the completeness, integrity, updating and maintenance of used quality documents• Supervising the preparation of monthly reports supported by statistical methods for each of the departments' quality level, the quantities of production that are re-manufactured, monthly reports on the amount of returns from customers, supplier follow-up reports, and is responsible for preparing reports on any failures in operations within the departments• Inspection and evaluation of the performance level of departments by measuring, examining and testing preparations and equipment and the extent of application and commitment to the concepts of quality and institutional excellence and comparing them with established standards and best international practices.• Preparing and establishing bylaws, regulations and decisions of the internal audit and evaluation of the center's institutional excellence.• Laying the foundations for calibration, measuring quality and institutional excellence, and preparing data and reports directed to senior management to take the necessary decisions.• Preparing a guide, system and policy for quality and institutional excellence in the center.• Preparing and managing suggestions and complaints systems at the level of services performed by the center and activating participation in them.• Auditing quality data and requirements for improvement and development, supporting the efforts of all institutional development requirements, and highlighting the obstacles that may appear in the work system.• Suggesting methodologies for the center's strategic plans, operational plans for departments, methods of performance measurements, a mechanism, and their application.• Designing measurement indicators, following up on the implementation of strategic and operational plans, and evaluating their results.• Participating and coordinating with departments to set safety standards for production, storage and distribution processes and supervising their updating and development on an ongoing basis.• Participating and coordinating with departments to set up a monitoring system to ensure the application of safety system and standards, and standardization of mechanisms, forms and inspection procedures for approved systems, standards, specifications and standards.• Participation and coordination with the departments and concerned authorities to issue a guide for safety regulations and standards.• Carry out the work assigned to him within the scope of his job duties• ","Not found the Logo in the page, It might be without a logo!",The Company link not Found!
